Num 1:1
ἑκατὸν M--------- ἑκατόν
ὁλκὴ N1--NSF--- ὁλκή
αὐτοῦ RD--GSM--- αὐτός
φιάλην N1--ASF--- φιάλη
μίαν A1A-ASF--- εἷς
ἀργυρᾶν A1C-ASF--- ἀργυροῦς
ἑβδομήκοντα M--------- ἑβδομήκοντα
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASN--- ὁ
ἅγιον A1A-ASN--- ἅγιος
ἀμφότερα A1A-APN--- ἀμφότεροι
πλήρη A3H-APN--- πλήρης
σεμιδάλεως N3I-GSF--- σεμίδαλις
ἀναπεποιημένης VM--XPPGSF ποιέω ἀνα
ἐν P--------- ἐν
ἐλαίῳ N2N-DSN--- ἔλαιον
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία

Num 7:44
θυίσκην N1--ASF--- θυΐσκη
μίαν A1A-ASF--- εἷς
δέκα M--------- δέκα
χρυσῶν A1C-GPN--- χρυσοῦς
πλήρη A3H-APN--- πλήρης
θυμιάματος N3M-GSN--- θυμίαμα

Num 7:45
μόσχον N2--ASM--- μόσχος
ἕνα A3--ASM--- εἷς
ἐκ P--------- ἐκ
βοῶν N3--GPM--- βοῦς
κριὸν N2--ASM--- κριός
ἕνα A3--ASM--- εἷς
ἀμνὸν N2--ASM--- ἀμνός
ἕνα A3--ASM--- εἷς
ἐνιαύσιον A1A-ASM--- ἐνιαύσιος
εἰς P--------- εἰς
ὁλοκαύτωμα N3M-ASN--- ὁλοκαύτωμα

Num 7:46
καὶ C--------- καί
χίμαρον N2--ASM--- χίμαρος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ
ἕνα A3--ASM--- εἷς
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία

Num 7:47
καὶ C--------- καί
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
δαμάλεις N3I-NPF--- δάμαλις
δύο M--------- δύο
κριοὺς N2--APM--- κριός
πέντε M--------- πέντε
τράγους N2--APM--- τράγος
πέντε M--------- πέντε
ἀμνάδας N3D-APF--- ἀμνάς
ἐνιαυσίας A1A-APF--- ἐνιαύσιος
πέντε M--------- πέντε
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
δῶρον N2N-NSN--- δῶρον
Ελισαφ N---GSM--- Ελισαφ
υἱοῦ N2--GSM--- υἱός
Ραγουηλ N---GSM--- Ραγουηλ

Num 7:48
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
τῇ RA--DSF--- ὁ
ἑβδόμῃ A1--DSF--- ἕβδομος
ἄρχων N3--NSM--- ἄρχων
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Εφραιμ N---GSM--- Ἐφράιμ
Ελισαμα N---NSM--- Ελισαμα
υἱὸς N2--NSM--- υἱός
Εμιουδ N---GSM--- Εμιουδ

Num 7:49
τὸ RA--ASN--- ὁ
δῶρον N2N-ASN--- δῶρον
αὐτοῦ RD--GSM--- αὐτός
τρυβλίον N2--ASN--- τρυβλίον
ἀργυροῦν A1C-ASN--- ἀργυροῦς
ἕν A3--ASN--- εἷς
τριάκοντα M--------- τριάκοντα
καὶ C--------- καί
ἑκατὸν M--------- ἑκατόν
ὁλκὴ N1--NSF--- ὁλκή
αὐτοῦ RD--GSM--- αὐτός
φιάλην N1--ASF--- φιάλη
μίαν A1A-ASF--- εἷς
ἀργυρᾶν A1C-ASF--- ἀργυροῦς
ἑβδομήκοντα M--------- ἑβδομήκοντα
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASN--- ὁ
ἅγιον A1A-ASN--- ἅγιος
ἀμφότερα A1A-APN--- ἀμφότεροι
πλήρη A3H-APN--- πλήρης
σεμιδάλεως N3I-GSF--- σεμίδαλις
ἀναπεποιημένης VM--XPPGSF ποιέω ἀνα
ἐν P--------- ἐν
ἐλαίῳ N2N-DSN--- ἔλαιον
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία

Num 7:50
θυίσκην N1--ASF--- θυΐσκη
μίαν A1A-ASF--- εἷς
δέκα M--------- δέκα
χρυσῶν A1C-GPN--- χρυσοῦς
πλήρη A3H-APN--- πλήρης
θυμιάματος N3M-GSN--- θυμίαμα

Num 7:51
μόσχον N2--ASM--- μόσχος
ἕνα A3--ASM--- εἷς
ἐκ P--------- ἐκ
βοῶν N3--GPM--- βοῦς
κριὸν N2--ASM--- κριός
ἕνα A3--ASM--- εἷς
ἀμνὸν N2--ASM--- ἀμνός
ἕνα A3--ASM--- εἷς
ἐνιαύσιον A1A-ASM--- ἐνιαύσιος
εἰς P--------- εἰς
ὁλοκαύτωμα N3M-ASN--- ὁλοκαύτωμα

Num 7:52
καὶ C--------- καί
χίμαρον N2--ASM--- χίμαρος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ
ἕνα A3--ASM--- εἷς
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία

Num 7:53
καὶ C--------- καί
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
δαμάλεις N3I-NPF--- δάμαλις
δύο M--------- δύο
κριοὺς N2--APM--- κριός
πέντε M--------- πέντε
τράγους N2--APM--- τράγος
πέντε M--------- πέντε
ἀμνάδας N3D-APF--- ἀμνάς
ἐνιαυσίας A1A-APF--- ἐνιαύσιος
πέντε M--------- πέντε
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
δῶρον N2N-NSN--- δῶρον
Ελισαμα N---GSM--- Ελισαμα
υἱοῦ N2--GSM--- υἱός
Εμιουδ N---GSM--- Εμιουδ

Num 7:54
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
τῇ RA--DSF--- ὁ
ὀγδόῃ A1--DSF--- ὄγδοος
ἄρχων N3--NSM--- ἄρχων
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Μανασση N---GSM--- Μανασσή
Γαμαλιηλ N---NSM--- Γαμαλιηλ
υἱὸς N2--NSM--- υἱός
Φαδασσουρ N---GSM--- Φαδασσουρ

Num 7:55
τὸ RA--ASN--- ὁ
δῶρον N2N-ASN--- δῶρον
αὐτοῦ RD--GSM--- αὐτός
τρυβλίον N2--ASN--- τρυβλίον
ἀργυροῦν A1C-ASN--- ἀργυροῦς
ἕν A3--ASN--- εἷς
τριάκοντα M--------- τριάκοντα
καὶ C--------- καί
ἑκατὸν M--------- ἑκατόν
ὁλκὴ N1--NSF--- ὁλκή
αὐτοῦ RD--GSM--- αὐτός
φιάλην N1--ASF--- φιάλη
μίαν A1A-ASF--- εἷς
ἀργυρᾶν A1C-ASF--- ἀργυροῦς
ἑβδομήκοντα M--------- ἑβδομήκοντα
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASN--- ὁ
ἅγιον A1A-ASN--- ἅγιος
ἀμφότερα A1A-APN--- ἀμφότεροι
πλήρη A3H-APN--- πλήρης
σεμιδάλεως N3I-GSF--- σεμίδαλις
ἀναπεποιημένης VM--XPPGSF ποιέω ἀνα
ἐν P--------- ἐν
ἐλαίῳ N2N-DSN--- ἔλαιον
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία

Num 7:56
θυίσκην N1--ASF--- θυΐσκη
μίαν A1A-ASF--- εἷς
δέκα M--------- δέκα
χρυσῶν A1C-GPN--- χρυσοῦς
πλήρη A3H-APN--- πλήρης
θυμιάματος N3M-GSN--- θυμίαμα

Num 7:57
μόσχον N2--ASM--- μόσχος
ἕνα A3--ASM--- εἷς
ἐκ P--------- ἐκ
βοῶν N3--GPM--- βοῦς
κριὸν N2--ASM--- κριός
ἕνα A3--ASM--- εἷς
ἀμνὸν N2--ASM--- ἀμνός
ἕνα A3--ASM--- εἷς
ἐνιαύσιον A1A-ASM--- ἐνιαύσιος
εἰς P--------- εἰς
ὁλοκαύτωμα N3M-ASN--- ὁλοκαύτωμα

Num 7:58
καὶ C--------- καί
χίμαρον N2--ASM--- χίμαρος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ
ἕνα A3--ASM--- εἷς
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία

Num 7:59
καὶ C--------- καί
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
δαμάλεις N3I-NPF--- δάμαλις
δύο M--------- δύο
κριοὺς N2--APM--- κριός
πέντε M--------- πέντε
τράγους N2--APM--- τράγος
πέντε M--------- πέντε
ἀμνάδας N3D-APF--- ἀμνάς
ἐνιαυσίας A1A-GSF--- ἐνιαύσιος
πέντε M--------- πέντε
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
δῶρον N2N-NSN--- δῶρον
Γαμαλιηλ N---GSM--- Γαμαλιηλ
υἱοῦ N2--GSM--- υἱός
Φαδασσουρ N---GSM--- Φαδασσουρ

Num 7:60
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
τῇ RA--DSF--- ὁ
ἐνάτῃ A1--DSF--- ἔνατος
ἄρχων N3--NSM--- ἄρχων
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Βενιαμιν N---GSM--- Βενιαμίν
Αβιδαν N---NSM--- Αβιδαν
υἱὸς N2--NSM--- υἱός
Γαδεωνι N---GSM--- Γαδεωνι

Num 7:61
τὸ RA--ASN--- ὁ
δῶρον N2N-ASN--- δῶρον
αὐτοῦ RD--GSM--- αὐτός
τρυβλίον N2--ASN--- τρυβλίον
ἀργυροῦν A1C-ASN--- ἀργυροῦς
ἕν A3--ASN--- εἷς
τριάκοντα M--------- τριάκοντα
καὶ C--------- καί
ἑκατὸν M--------- ἑκατόν
ὁλκὴ N1--NSF--- ὁλκή
αὐτοῦ RD--GSM--- αὐτός
φιάλην N1--ASF--- φιάλη
μίαν A1A-ASF--- εἷς
ἀργυρᾶν A1C-ASF--- ἀργυροῦς
ἑβδομήκοντα M--------- ἑβδομήκοντα
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASN--- ὁ
ἅγιον A1A-ASN--- ἅγιος
ἀμφότερα A1A-APN--- ἀμφότεροι
πλήρη A3H-APN--- πλήρης
σεμιδάλεως N3I-GSF--- σεμίδαλις
ἀναπεποιημένης VM--XPPGSF ποιέω ἀνα
ἐν P--------- ἐν
ἐλαίῳ N2N-DSN--- ἔλαιον
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία

Num 7:62
θυίσκην N1--ASF--- θυΐσκη
μίαν A1A-ASF--- εἷς
δέκα M--------- δέκα
χρυσῶν A1C-GPN--- χρυσοῦς
πλήρη A3H-APN--- πλήρης
θυμιάματος N3M-GSN--- θυμίαμα

Num 7:63
μόσχον N2--ASM--- μόσχος
ἕνα A3--ASM--- εἷς
ἐκ P--------- ἐκ
βοῶν N3--GPM--- βοῦς
κριὸν N2--ASM--- κριός
ἕνα A3--ASM--- εἷς
ἀμνὸν N2--ASM--- ἀμνός
ἕνα A3--ASM--- εἷς
ἐνιαύσιον A1A-ASM--- ἐνιαύσιος
εἰς P--------- εἰς
ὁλοκαύτωμα N3M-ASN--- ὁλοκαύτωμα

Num 7:64
καὶ C--------- καί
χίμαρον N2--ASM--- χίμαρος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ
ἕνα A3--ASM--- εἷς
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία

Num 7:65
καὶ C--------- καί
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
δαμάλεις N3I-NPF--- δάμαλις
δύο M--------- δύο
κριοὺς N2--APM--- κριός
πέντε M--------- πέντε
τράγους N2--APM--- τράγος
πέντε M--------- πέντε
ἀμνάδας N3D-APF--- ἀμνάς
ἐνιαυσίας A1A-APF--- ἐνιαύσιος
πέντε M--------- πέντε
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
δῶρον N2N-NSN--- δῶρον
Αβιδαν N---GSM--- Αβιδαν
υἱοῦ N2--GSM--- υἱός
Γαδεωνι N---GSM--- Γαδεωνι

Num 7:66
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
τῇ RA--DSF--- ὁ
δεκάτῃ A1--DSF--- δέκατος
ἄρχων N3--NSM--- ἄρχων
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Δαν N---GSM--- Δαν
Αχιεζερ N---NSM--- Αχιεζερ
υἱὸς N2--NSM--- υἱός
Αμισαδαι N---GSM--- Αμισαδαι

Num 7:67
τὸ RA--ASN--- ὁ
δῶρον N2N-ASN--- δῶρον
αὐτοῦ RD--GSM--- αὐτός
τρυβλίον N2--ASN--- τρυβλίον
ἀργυροῦν A1C-ASN--- ἀργυροῦς
ἕν A3--ASN--- εἷς
τριάκοντα M--------- τριάκοντα
καὶ C--------- καί
ἑκατὸν M--------- ἑκατόν
ὁλκὴ N1--NSF--- ὁλκή
αὐτοῦ RD--GSM--- αὐτός
φιάλην N1--ASF--- φιάλη
μίαν A1A-ASF--- εἷς
ἀργυρᾶν A1C-ASF--- ἀργυροῦς
ἑβδομήκοντα M--------- ἑβδομήκοντα
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASN--- ὁ
ἅγιον A1A-ASN--- ἅγιος
ἀμφότερα A1A-APN--- ἀμφότεροι
πλήρη A3H-APN--- πλήρης
σεμιδάλεως N3I-GSF--- σεμίδαλις
ἀναπεποιημένης VM--XPPGSF ποιέω ἀνα
ἐν P--------- ἐν
ἐλαίῳ N2N-DSN--- ἔλαιον
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία

Num 7:68
θυίσκην N1--ASF--- θυΐσκη
μίαν A1A-ASF--- εἷς
δέκα M--------- δέκα
χρυσῶν A1C-GPN--- χρυσοῦς
πλήρη A3H-APN--- πλήρης
θυμιάματος N3M-GSN--- θυμίαμα

Num 7:69
μόσχον N2--ASM--- μόσχος
ἕνα A3--ASM--- εἷς
ἐκ P--------- ἐκ
βοῶν N3--GPM--- βοῦς
κριὸν N2--ASM--- κριός
ἕνα A3--ASM--- εἷς
ἀμνὸν N2--ASM--- ἀμνός
ἕνα A3--ASM--- εἷς
ἐνιαύσιον A1A-ASM--- ἐνιαύσιος
εἰς P--------- εἰς
ὁλοκαύτωμα N3M-ASN--- ὁλοκαύτωμα

Num 7:70
καὶ C--------- καί
χίμαρον N2--ASM--- χίμαρος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ
ἕνα A3--ASM--- εἷς
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία

Num 7:71
καὶ C--------- καί
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
δαμάλεις N3I-NPF--- δάμαλις
δύο M--------- δύο
κριοὺς N2--APM--- κριός
πέντε M--------- πέντε
τράγους N2--APM--- τράγος
πέντε M--------- πέντε
ἀμνάδας N3D-APF--- ἀμνάς
ἐνιαυσίας A1A-APF--- ἐνιαύσιος
πέντε M--------- πέντε
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
δῶρον N2N-NSN--- δῶρον
Αχιεζερ N---GSM--- Αχιεζερ
υἱοῦ N2--GSM--- υἱός
Αμισαδαι N---GSM--- Αμισαδαι

Num 7:72
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
τῇ RA--DSF--- ὁ
ἑνδεκάτῃ A1--DSF--- ἑνδέκατος
ἄρχων N3--NSM--- ἄρχων
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ασηρ N---GSM--- Ασηρ
Φαγαιηλ N---NSM--- Φαγαιηλ
υἱὸς N2--NSM--- υἱός
Εχραν N---GSM--- Εχραν

Num 7:73
τὸ RA--ASN--- ὁ
δῶρον N2N-ASN--- δῶρον
αὐτοῦ RD--GSM--- αὐτός
τρυβλίον N2--ASN--- τρυβλίον
ἀργυροῦν A1C-ASN--- ἀργυροῦς
ἕν A3--ASN--- εἷς
τριάκοντα M--------- τριάκοντα
καὶ C--------- καί
ἑκατὸν M--------- ἑκατόν
ὁλκὴ N1--NSF--- ὁλκή
αὐτοῦ RD--GSM--- αὐτός
φιάλην N1--ASF--- φιάλη
μίαν A1A-ASF--- εἷς
ἀργυρᾶν A1C-ASF--- ἀργυροῦς
ἑβδομήκοντα M--------- ἑβδομήκοντα
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASN--- ὁ
ἅγιον A1A-ASN--- ἅγιος
ἀμφότερα A1A-APN--- ἀμφότεροι
πλήρη A3H-APN--- πλήρης
σεμιδάλεως N3I-GSF--- σεμίδαλις
ἀναπεποιημένης VM--XPPGSF ποιέω ἀνα
ἐν P--------- ἐν
ἐλαίῳ N2N-DSN--- ἔλαιον
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία

Num 7:74
θυίσκην N1--ASF--- θυΐσκη
μίαν A1A-ASF--- εἷς
δέκα M--------- δέκα
χρυσῶν A1C-GPN--- χρυσοῦς
πλήρη A3H-APN--- πλήρης
θυμιάματος N3M-GSN--- θυμίαμα

Num 7:75
μόσχον N2--ASM--- μόσχος
ἕνα A3--ASM--- εἷς
ἐκ P--------- ἐκ
βοῶν N3--GPM--- βοῦς
κριὸν N2--ASM--- κριός
ἕνα A3--ASM--- εἷς
ἀμνὸν N2--ASM--- ἀμνός
ἕνα A3--ASM--- εἷς
ἐνιαύσιον A1A-ASN--- ἐνιαύσιος
εἰς P--------- εἰς
ὁλοκαύτωμα N3M-ASN--- ὁλοκαύτωμα

Num 7:76
καὶ C--------- καί
χίμαρον N2--ASM--- χίμαρος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ
ἕνα A3--ASM--- εἷς
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία

Num 7:77
καὶ C--------- καί
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
δαμάλεις N3I-NPF--- δάμαλις
δύο M--------- δύο
κριοὺς N2--APM--- κριός
πέντε M--------- πέντε
τράγους N2--APM--- τράγος
πέντε M--------- πέντε
ἀμνάδας N3D-APF--- ἀμνάς
ἐνιαυσίας A1A-APF--- ἐνιαύσιος
πέντε M--------- πέντε
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
δῶρον N2N-NSN--- δῶρον
Φαγαιηλ N---GSM--- Φαγαιηλ
υἱοῦ N2--GSM--- υἱός
Εχραν N---GSM--- Εχραν

Num 7:78
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
τῇ RA--DSF--- ὁ
δωδεκάτῃ A1--DSF--- δωδέκατος
ἄρχων N3--NSM--- ἄρχων
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Νεφθαλι N---GSM--- Νεφθαλι
Αχιρε N---NSM--- Αχιρε
υἱὸς N2--NSM--- υἱός
Αιναν N---GSM--- Αιναν

Num 7:79
τὸ RA--ASN--- ὁ
δῶρον N2N-ASN--- δῶρον
αὐτοῦ RD--GSM--- αὐτός
τρυβλίον N2--ASN--- τρυβλίον
ἀργυροῦν A1C-ASN--- ἀργυροῦς
ἕν A3--ASN--- εἷς
τριάκοντα M--------- τριάκοντα
καὶ C--------- καί
ἑκατὸν M--------- ἑκατόν
ὁλκὴ N1--NSF--- ὁλκή
αὐτοῦ RD--GSM--- αὐτός
φιάλην N1--ASF--- φιάλη
μίαν A1A-ASF--- εἷς
ἀργυρᾶν A1C-ASF--- ἀργυροῦς
ἑβδομήκοντα M--------- ἑβδομήκοντα
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASN--- ὁ
ἅγιον A1A-ASN--- ἅγιος
ἀμφότερα A1A-APN--- ἀμφότεροι
πλήρη A3H-APN--- πλήρης
σεμιδάλεως N3I-GSF--- σεμίδαλις
ἀναπεποιημένης VM--XPPGSF ποιέω ἀνα
ἐν P--------- ἐν
ἐλαίῳ N2N-DSN--- ἔλαιον
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία

Num 7:80
θυίσκην N1--ASF--- θυΐσκη
μίαν A1A-ASF--- εἷς
δέκα M--------- δέκα
χρυσῶν A1C-GPN--- χρυσοῦς
πλήρη A3H-APN--- πλήρης
θυμιάματος N3M-GSN--- θυμίαμα

Num 7:81
μόσχον N2--ASM--- μόσχος
ἕνα A3--ASM--- εἷς
ἐκ P--------- ἐκ
βοῶν N3--GPM--- βοῦς
κριὸν N2--ASM--- κριός
ἕνα A3--ASM--- εἷς
ἀμνὸν N2--ASM--- ἀμνός
ἕνα A3--ASM--- εἷς
ἐνιαύσιον A1A-ASM--- ἐνιαύσιος
εἰς P--------- εἰς
ὁλοκαύτωμα N3M-ASN--- ὁλοκαύτωμα

Num 7:82
καὶ C--------- καί
χίμαρον N2--ASM--- χίμαρος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ
ἕνα A3--ASM--- εἷς
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία

Num 7:83
καὶ C--------- καί
εἰς P--------- εἰς
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
δαμάλεις N3I-NPF--- δάμαλις
δύο M--------- δύο
κριοὺς N2--APM--- κριός
πέντε M--------- πέντε
τράγους N2--APM--- τράγος
πέντε M--------- πέντε
ἀμνάδας N3D-APF--- ἀμνάς
ἐνιαυσίας A1A-APF--- ἐνιαύσιος
πέντε M--------- πέντε
τοῦτο RD--NSN--- οὗτος
τὸ RA--NSN--- ὁ
δῶρον N2N-NSN--- δῶρον
Αχιρε N---GSM--- Αχιρε
υἱοῦ N2--GSM--- υἱός
Αιναν N---GSM--- Αιναν

Num 7:84
οὗτος RD--NSM--- οὗτος
ὁ RA--NSM--- ὁ
ἐγκαινισμὸς N2--NSM--- ἐγκαινισμός
τοῦ RA--GSN--- ὁ
θυσιαστηρίου N2N-GSN--- θυσιαστήριον
ᾗ RR--DSF--- ὅς
ἡμέρᾳ N1A-DSF--- ἡμέρα
ἔχρισεν VAI-AAI3S- χρίω
αὐτό RD--ASN--- αὐτός
παρὰ P--------- παρά
