Tob 1:1
ὀφθαλμοῖς N2--DPM--- ὀφθαλμός
καὶ C--------- καί
οὐ D--------- οὐ
βλέπω V1--PAI1S- βλέπω
τὸ RA--ASN--- ὁ
φῶς N3T-ASN--- φῶς
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
ἀλλ' C--------- ἀλλά
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
σκότει N3E-DSN--- σκότος
κεῖμαι V5--PMI1S- κεῖμαι
ὥσπερ D--------- ὥσπερ
οἱ RA--NPM--- ὁ
νεκροὶ N2--NPM--- νεκρός
οἱ RA--NPM--- ὁ
μηκέτι D--------- μηκέτι
θεωροῦντες V2--PAPNPM θεωρέω
τὸ RA--ASN--- ὁ
φῶς N3T-ASN--- φῶς
ζῶν V3--PAPNSM ζάω
ἐγὼ RP--NS---- ἐγώ
ἐν P--------- ἐν
νεκροῖς N2--DPM--- νεκρός
εἰμι V9--PAI1S- εἰμί
φωνὴν N1--ASF--- φωνή
ἀνθρώπων N2--GPM--- ἄνθρωπος
ἀκούω V1--PAI1S- ἀκούω
καὶ C--------- καί
αὐτοὺς RD--APM--- αὐτός
οὐ D--------- οὐ
βλέπω V1--PAI1S- βλέπω
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
θάρσει V2--PAD2S- θαρσέω
ἐγγὺς D--------- ἐγγύς
παρὰ P--------- παρά
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
ἰάσασθαί VA--AMN--- ἰάομαι
σε RP--AS---- σύ
θάρσει V2--PAD2S- θαρσέω
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
Τωβιθ N---NSM--- Τωβιθ
Τωβιας N1T-NSM--- Τωβιας
ὁ RA--NSM--- ὁ
υἱός N2--NSM--- υἱός
μου RP--GS---- ἐγώ
θέλει V1--PAI3S- θέλω
πορευθῆναι VC--APN--- πορεύομαι
εἰς P--------- εἰς
Μηδίαν N1A-ASF--- Μηδία
εἰ C--------- εἰ
δυνήσῃ VF--FMI2S- δύναμαι
συνελθεῖν VB--AAN--- ἔρχομαι συν
αὐτῷ RD--DSM--- αὐτός
καὶ C--------- καί
ἀγαγεῖν VB--AAN--- ἄγω
αὐτόν RD--ASM--- αὐτός
καὶ C--------- καί
δώσω VF--FAI1S- δίδωμι
σοι RP--DS---- σύ
τὸν RA--ASM--- ὁ
μισθόν N2--ASM--- μισθός
σου RP--GS---- σύ
ἄδελφε N2--VSM--- ἀδελφός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
δυνήσομαι VF--FMI1S- δύναμαι
πορευθῆναι VC--APN--- πορεύομαι
μετ' P--------- μετά
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐπίσταμαι V6--PMI1S- ἐπίσταμαι
ἐγὼ RP--NS---- ἐγώ
τὰς RA--APF--- ὁ
ὁδοὺς N2--APF--- ὁδός
πάσας A1S-APF--- πᾶς
καὶ C--------- καί
πολλάκις D--------- πολλάκις
ᾠχόμην V1I-IMI1S- οἴχομαι
εἰς P--------- εἰς
Μηδίαν N1A-ASF--- Μηδία
καὶ C--------- καί
διῆλθον VBI-AAI1S- ἔρχομαι δια
πάντα A3--APN--- πᾶς
τὰ RA--APN--- ὁ
πεδία N2N-APN--- πεδίον
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
τὰ RA--APN--- ὁ
ὄρη N3E-APN--- ὄρος
καὶ C--------- καί
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
ὁδοὺς N2--APF--- ὁδός
αὐτῆς RD--GSF--- αὐτός
ἐγὼ RP--NS---- ἐγώ
γινώσκω V1--PAI1S- γιγνώσκω

Tob 5:11
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ἄδελφε N2--VSM--- ἀδελφός
ποίας A1A-GSF--- ποῖος
πατριᾶς N1A-GSF--- πατριά
εἶ V9--PAI2S- εἰμί
καὶ C--------- καί
ἐκ P--------- ἐκ
ποίας A1A-GSF--- ποῖος
φυλῆς N1--GSF--- φυλή
ὑπόδειξόν VA--AAD2S- δεικνύω ὑπο
μοι RP--DS---- ἐγώ
ἄδελφε N2--VSM--- ἀδελφός

Tob 5:12
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
τί RI--ASF--- τίς
χρείαν N1A-ASF--- χρεία
ἔχεις V1--PAI2S- ἔχω
φυλῆς N1--GSF--- φυλή
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
βούλομαι V1--PMI1S- βούλομαι
γνῶναι VZ--AAN--- γιγνώσκω
τὰ RA--APN--- ὁ
κατ' P--------- κατά
ἀλήθειαν N1A-ASF--- ἀλήθεια
τίνος RI--GSN--- τίς
εἶ V9--PAI2S- εἰμί
ἄδελφε N2--VSM--- ἀδελφός
καὶ C--------- καί
τί RI--ASN--- τίς
τὸ RA--ASN--- ὁ
ὄνομά N3M-ASN--- ὄνομα
σου RP--GS---- σύ

Tob 5:13
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ἐγὼ RP--NS---- ἐγώ
Αζαριας N1T-NSM--- Αζαριας
Ανανιου N1T-GSM--- Ανανιας
τοῦ RA--GSM--- ὁ
μεγάλου A1--GSM--- μέγας
τῶν RA--GPM--- ὁ
ἀδελφῶν N2--GPM--- ἀδελφός
σου RP--GS---- σύ

Tob 5:14
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ὑγιαίνων V1--PAPNSM ὑγιαίνω
ἔλθοις VB--AAO2S- ἔρχομαι
καὶ C--------- καί
σῳζόμενος V1--PMPNSM σώζω
ἄδελφε N2--VSM--- ἀδελφός
καὶ C--------- καί
μή D--------- μή
μοι RP--DS---- ἐγώ
πικρανθῇς VC--APS2S- πικραίνω
ἄδελφε N2--VSM--- ἀδελφός
ὅτι C--------- ὅτι
τὴν RA--ASF--- ὁ
ἀλήθειαν N1A-ASF--- ἀλήθεια
ἐβουλόμην V1I-IMI1S- βούλομαι
γνῶναι VZ--AAN--- γιγνώσκω
καὶ C--------- καί
τὴν RA--ASF--- ὁ
πατριάν N1A-ASF--- πατριά
σου RP--GS---- σύ
καὶ C--------- καί
σὺ RP--NS---- σύ
τυγχάνεις V1--PAI2S- τυγχάνω
ἀδελφὸς N2--NSM--- ἀδελφός
ὤν V9--PAPNSM εἰμί
καὶ C--------- καί
ἐκ P--------- ἐκ
γενεᾶς N1A-GSF--- γενεά
καλῆς A1--GSF--- καλός
καὶ C--------- καί
ἀγαθῆς A1--GSF--- ἀγαθός
εἶ V9--PAI2S- εἰμί
σύ RP--NS---- σύ
ἐγίνωσκον V1I-IAI1S- γιγνώσκω
Ανανιαν N1T-ASM--- Ανανιας
καὶ C--------- καί
Ναθαν N---ASM--- Ναθαν
τοὺς RA--APM--- ὁ
δύο M--------- δύο
υἱοὺς N2--APM--- υἱός
Σεμελιου N1T-GSM--- Σεμελιας
τοῦ RA--GSM--- ὁ
μεγάλου A1--GSM--- μέγας
καὶ C--------- καί
αὐτοὶ RD--NPM--- αὐτός
συνεπορεύοντό V1I-IMI3P- πορεύομαι συν
μοι RP--DS---- ἐγώ
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
καὶ C--------- καί
προσεκύνουν V2I-IAI3P- κυνέω προς
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ
ἐκεῖ D--------- ἐκεῖ
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπλανήθησαν VCI-API3P- πλανάω
οἱ RA--NPM--- ὁ
ἀδελφοί N2--NPM--- ἀδελφός
σου RP--GS---- σύ
ἄνθρωποι N2--NPM--- ἄνθρωπος
ἀγαθοί A1--NPM--- ἀγαθός
ἐκ P--------- ἐκ
ῥίζης N1S-GSF--- ῥίζα
ἀγαθῆς A1--GSF--- ἀγαθός
εἶ V9--PAI2S- εἰμί
σύ RP--NS---- σύ
καὶ C--------- καί
χαίρων V1--PAPNSM χαίρω
ἔλθοις VB--AAO2S- ἔρχομαι

Tob 5:15
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ἐγώ RP--NS---- ἐγώ
σοι RP--DS---- σύ
δίδωμι V8--PAI1S- δίδωμι
μισθὸν N2--ASM--- μισθός
τὴν RA--ASF--- ὁ
ἡμέραν N1A-ASF--- ἡμέρα
δραχμὴν N1--ASF--- δραχμή
καὶ C--------- καί
τὰ RA--APN--- ὁ
δέοντά V2--PAPAPN δέω
σοι RP--DS---- σύ
ὁμοίως D--------- ὁμοίως
τῷ RA--DSM--- ὁ
υἱῷ N2--DSM--- υἱός
μου RP--GS---- ἐγώ

Tob 5:16
καὶ C--------- καί
πορεύθητι VC--APD2S- πορεύομαι
μετὰ P--------- μετά
τοῦ RA--GSM--- ὁ
υἱοῦ N2--GSM--- υἱός
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἔτι D--------- ἔτι
προσθήσω VF--FAI1S- τίθημι προς
σοι RP--DS---- σύ
τῷ RA--DSM--- ὁ
μισθῷ N2--DSM--- μισθός

Tob 5:17
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ὅτι C--------- ὅτι
πορεύσομαι VF--FMI1S- πορεύομαι
μετ' P--------- μετά
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
μὴ D--------- μή
φοβηθῇς VC--APS2S- φοβέω
ὑγιαίνοντες V1--PAPNPM ὑγιαίνω
ἀπελευσόμεθα VF--FMI1P- ἔρχομαι ἀπο
καὶ C--------- καί
ὑγιαίνοντες V1--PAPNPM ὑγιαίνω
ἐπιστρέψομεν VF--FAI1P- στρέφω ἐπι
πρὸς P--------- πρός
σέ RP--AS---- σύ
διότι C--------- διότι
ἡ RA--NSF--- ὁ
ὁδὸς N2--NSF--- ὁδός
ἀσφαλής A3H-NSF--- ἀσφαλής
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
εὐλογία N1A-NSF--- εὐλογία
σοι RP--DS---- σύ
γένοιτο VB--AMO3S- γίγνομαι
ἄδελφε N2--VSM--- ἀδελφός
καὶ C--------- καί
ἐκάλεσεν VAI-AAI3S- καλέω
τὸν RA--ASM--- ὁ
υἱὸν N2--ASM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
παιδίον N2--VSM--- παιδίον
ἑτοίμασον VA--AAD2S- ἑτοιμάζω
τὰ RA--APN--- ὁ
πρὸς P--------- πρός
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
καὶ C--------- καί
ἔξελθε VB--AAD2S- ἔρχομαι ἐκ
μετὰ P--------- μετά
τοῦ RA--GSM--- ὁ
ἀδελφοῦ N2--GSM--- ἀδελφός
σου RP--GS---- σύ
καὶ C--------- καί
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
ὁ RA--NSM--- ὁ
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
οὐρανῷ N2--DSM--- οὐρανός
διασώσαι VA--AAO3S- σώζω δια
ὑμᾶς RP--AP---- σύ
ἐκεῖ D--------- ἐκεῖ
καὶ C--------- καί
ἀποκαταστήσαι VA--AAO3S- ἵστημι ἀπο κατα
ὑμᾶς RP--AP---- σύ
πρὸς P--------- πρός
ἐμὲ RP--AS---- ἐγώ
ὑγιαίνοντας V1--PAPAPM ὑγιαίνω
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
αὐτοῦ RD--GSM--- αὐτός
συνοδεύσαι VA--AAO3S- ὁδεύω συν
ὑμῖν RP--DP---- σύ
μετὰ P--------- μετά
σωτηρίας N1A-GSF--- σωτηρία
παιδίον N2N-VSN--- παιδίον
καὶ C--------- καί
ἐξῆλθεν VBI-AAI3S- ἔρχομαι ἐκ
πορευθῆναι VC--APN--- πορεύομαι
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐφίλησεν VAI-AAI3S- φιλέω
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
τὴν RA--ASF--- ὁ
μητέρα N3--ASF--- μήτηρ
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
Τωβιθ N---NSM--- Τωβιθ
πορεύου V1--PMD2S- πορεύομαι
ὑγιαίνων V1--PAPNSM ὑγιαίνω

Tob 5:18
καὶ C--------- καί
ἔκλαυσεν VAI-AAI3S- κλαίω
ἡ RA--NSF--- ὁ
μήτηρ N3--NSF--- μήτηρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
Τωβιθ N---ASM--- Τωβιθ
τί RI--ASN--- τίς
ὅτι C--------- ὅτι
ἀπέστειλας VAI-AAI2S- στέλλω ἀπο
τὸ RA--ASN--- ὁ
παιδίον N2N-ASN--- παιδίον
μου RP--GS---- ἐγώ
οὐχὶ D--------- οὐ
αὐτὸς RD--NSM--- αὐτός
ῥάβδος N2--NSF--- ῥάβδος
τῆς RA--GSF--- ὁ
χειρὸς N3--GSF--- χείρ
ἡμῶν RP--GP---- ἐγώ
ἐστιν V9--PAI3S- εἰμί
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
εἰσπορεύεται V1--PMI3S- πορεύομαι εἰς
καὶ C--------- καί
ἐκπορεύεται V1--PMI3S- πορεύομαι ἐκ
ἐνώπιον P--------- ἐνώπιον
ἡμῶν RP--GP---- ἐγώ

Tob 5:19
ἀργύριον N2N-ASN--- ἀργύριον
τῷ RA--DSN--- ὁ
ἀργυρίῳ N2N-DSN--- ἀργύριον
μὴ D--------- μή
φθάσαι VA--AAO3S- φθάνω
ἀλλὰ C--------- ἀλλά
περίψημα N3M-NSN--- περίψημα
τοῦ RA--GSN--- ὁ
παιδίου N2N-GSN--- παιδίον
ἡμῶν RP--GP---- ἐγώ
γένοιτο VB--AMO3S- γίγνομαι

Tob 5:20
ὡς C--------- ὡς
δέδοται VM--XMI3S- δίδωμι
ζῆν V3--PAN--- ζάω
ἡμῖν RP--DP---- ἐγώ
παρὰ P--------- παρά
τοῦ RA--GSM--- ὁ
κυρίου N2--GSM--- κύριος
τοῦτο RD--ASN--- οὗτος
ἱκανὸν A1--ASM--- ἱκανός
ἡμῖν RP--DP---- ἐγώ

Tob 5:21
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῇ RD--DSF--- αὐτός
μὴ D--------- μή
λόγον N2--ASM--- λόγος
ἔχε V1--PAD2S- ἔχω
ὑγιαίνων V1--PAPNSM ὑγιαίνω
πορεύσεται VF--FMI3S- πορεύομαι
τὸ RA--NSN--- ὁ
παιδίον N2N-NSN--- παιδίον
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
ὑγιαίνων V1--PAPNSM ὑγιαίνω
ἐλεύσεται VF--FMI3S- ἔρχομαι
πρὸς P--------- πρός
ἡμᾶς RP--AP---- ἐγώ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ὀφθαλμοί N2--NPM--- ὀφθαλμός
σου RP--GS---- σύ
ὄψονται VF--FMI3P- ὁράω
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
ᾗ RR--DSF--- ὅς
ἂν X--------- ἄν
ἔλθῃ VB--AAS3S- ἔρχομαι
πρὸς P--------- πρός
σὲ RP--AS---- σύ
ὑγιαίνων V1--PAPNSM ὑγιαίνω

Tob 5:22
μὴ D--------- μή
λόγον N2--ASM--- λόγος
ἔχε V1--PAD2S- ἔχω
μὴ D--------- μή
φοβοῦ V2--PMD2S- φοβέω
περὶ P--------- περί
αὐτῶν RD--GPM--- αὐτός
ἀδελφή N1--NSF--- ἀδελφή
ἄγγελος N2--NSM--- ἄγγελος
γὰρ X--------- γάρ
ἀγαθὸς A1--NSM--- ἀγαθός
συνελεύσεται VF--FMI3S- ἔρχομαι συν
αὐτῷ RD--DSM--- αὐτός
καὶ C--------- καί
εὐοδωθήσεται VC--FPI3S- εὐοδόω
ἡ RA--NSF--- ὁ
ὁδὸς N2--NSF--- ὁδός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὑποστρέψει VF--FAI3S- στρέφω ὑπο
ὑγιαίνων V1--PAPNSM ὑγιαίνω

Tob 5:23
καὶ C--------- καί
ἐσίγησεν VAI-AAI3S- σιγάω
κλαίουσα V1--PAPNSF κλαίω

Tob 6:1
καὶ C--------- καί
ἐξῆλθεν VBI-AAI3S- ἔρχομαι ἐκ
τὸ RA--NSN--- ὁ
παιδίον N2N-NSN--- παιδίον
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
μετ' P--------- μετά
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὁ RA--NSM--- ὁ
κύων N3--NSM--- κύων
ἐξῆλθεν VBI-AAI3S- ἔρχομαι ἐκ
μετ' P--------- μετά
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐπορεύθη VCI-API3S- πορεύομαι
μετ' P--------- μετά
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐπορεύθησαν VCI-API3P- πορεύομαι
ἀμφότεροι A1A-NPM--- ἀμφότεροι
καὶ C--------- καί
ἔτυχεν VBI-AAI3S- τυγχάνω
αὐτοῖς RD--DPM--- αὐτός
νὺξ N3--NSF--- νύξ
μία A1A-NSF--- εἷς
καὶ C--------- καί
ηὐλίσθησαν VCI-API3P- αὐλίζω
ἐπὶ P--------- ἐπί
τοῦ RA--GSM--- ὁ
Τίγριδος N3D-GSM--- Τίγρις
ποταμοῦ N2--GSM--- ποταμός

Tob 6:2
καὶ C--------- καί
κατέβη VZI-AAI3S- βαίνω κατα
τὸ RA--NSN--- ὁ
παιδίον N2N-NSN--- παιδίον
περινίψασθαι VA--AMN--- νίπτω περι
τοὺς RA--APM--- ὁ
πόδας N3D-APM--- πούς
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
Τίγριν N3D-ASM--- Τίγρις
ποταμόν N2--ASM--- ποταμός
καὶ C--------- καί
ἀναπηδήσας VA--AAPNSM πηδάω ἀνα
ἰχθὺς N3U-NSM--- ἰχθύς
μέγας A1P-NSM--- μέγας
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
ὕδατος N3T-GSN--- ὕδωρ
ἐβούλετο V1I-IMI3S- βούλομαι
καταπιεῖν VB--AAN--- πίνω κατα
τὸν RA--ASM--- ὁ
πόδα N3D-ASM--- πούς
τοῦ RA--GSN--- ὁ
παιδαρίου N2N-GSN--- παιδάριον
καὶ C--------- καί
ἔκραξεν VAI-AAI3S- κράζω

Tob 6:3
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
τῷ RA--DSN--- ὁ
παιδαρίῳ N2N-DSN--- παιδάριον
εἶπεν VBI-AAI3S- εἶπον
ἐπιλαβοῦ V1--PAD2S- λαμβάνω ἐπι
καὶ C--------- καί
ἐγκρατὴς A3H-B----- ἐγκρατής
τοῦ RA--GSM--- ὁ
ἰχθύος N3U-GSM--- ἰχθύς
γενοῦ VB--AMD2S- γίγνομαι
καὶ C--------- καί
ἐκράτησεν VAI-AAI3S- κρατέω
τὸ RA--NSN--- ὁ
παιδάριον N2N-NSN--- παιδάριον
τοῦ RA--GSM--- ὁ
ἰχθύος N3U-GSM--- ἰχθύς
καὶ C--------- καί
ἀνήνεγκεν VAI-AAI3S- φέρω ἀνα
αὐτὸν RD--ASM--- αὐτός
ἐπὶ P--------- ἐπί
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ

Tob 6:4
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
ἀνάσχισον VA--AAD2S- σχίζω ἀνα
τὸν RA--ASM--- ὁ
ἰχθὺν N3U-ASM--- ἰχθύς
καὶ C--------- καί
ἔξελε VB--AAD2S- αἱρέω ἐκ
τὴν RA--ASF--- ὁ
χολὴν N1--ASF--- χολή
καὶ C--------- καί
τὴν RA--ASF--- ὁ
καρδίαν N1A-ASF--- καρδία
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἧπαρ N3T-ASN--- ἧπαρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἀπόθες VE--AAD2S- τίθημι ἀπο
αὐτὰ RD--APN--- αὐτός
μετὰ P--------- μετά
σαυτοῦ RD--GSM--- σεαυτοῦ
καὶ C--------- καί
τὰ RA--APN--- ὁ
ἔγκατα P--------- ἔγκατα
ἔκβαλε VB--AAD2S- βάλλω ἐκ
ἔστιν V9--PAI3S- εἰμί
γὰρ X--------- γάρ
εἰς P--------- εἰς
φάρμακον N2N-NSN--- φάρμακον
χρήσιμον A1--NSN--- χρήσιμος
ἡ RA--NSF--- ὁ
χολὴ N1--NSF--- χολή
καὶ C--------- καί
ἡ RA--NSF--- ὁ
καρδία N1A-NSF--- καρδία
καὶ C--------- καί
τὸ RA--NSN--- ὁ
ἧπαρ N3T-NSN--- ἧπαρ
αὐτοῦ RD--GSM--- αὐτός

Tob 6:5
καὶ C--------- καί
ἀνασχίσας VA--AAPNSM σχίζω ἀνα
τὸ RA--NSN--- ὁ
παιδάριον N2N-NSN--- παιδάριον
τὸν RA--ASM--- ὁ
ἰχθὺν N3U-ASM--- ἰχθύς
συνήγαγεν VBI-AAI3S- ἄγω συν
τὴν RA--ASF--- ὁ
χολὴν N1--ASF--- χολή
καὶ C--------- καί
τὴν RA--ASF--- ὁ
καρδίαν N1A-ASF--- καρδία
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἧπαρ N3T-ASN--- ἧπαρ
καὶ C--------- καί
ὤπτησεν VAI-AAI3S- ὀπτάω
τοῦ RA--GSM--- ὁ
ἰχθύος N3U-GSM--- ἰχθύς
καὶ C--------- καί
ἔφαγεν VBI-AAI3S- ἐσθίω
καὶ C--------- καί
ἀφῆκεν VAI-AAI3S- ἵημι ἀπο
ἐξ P--------- ἐκ
αὐτοῦ RD--GSM--- αὐτός
ἡλισμένον VM--XMPASM ἁλίζω

Tob 6:6
καὶ C--------- καί
ἐπορεύθησαν VCI-API3P- πορεύομαι
ἀμφότεροι A1A-NPM--- ἀμφότεροι
κοινῶς D--------- κοινῶς
ἕως P--------- ἕως
ἤγγισαν VAI-AAI3P- ἐγγίζω
εἰς P--------- εἰς
Μηδίαν N1A-ASF--- Μηδία

Tob 6:7
καὶ C--------- καί
τότε D--------- τότε
ἠρώτησεν VAI-AAI3S- ἐρωτάω
τὸ RA--NSN--- ὁ
παιδάριον N2N-NSN--- παιδάριον
τὸν RA--ASM--- ὁ
ἄγγελον N2--ASM--- ἄγγελος
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
Αζαρια N1T-VSM--- Αζαριας
ἄδελφε N2--VSM--- ἀδελφός
τί RI--NSN--- τίς
τὸ RA--NSN--- ὁ
φάρμακον N2N-NSN--- φάρμακον
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
καρδίᾳ N1A-DSF--- καρδία
καὶ C--------- καί
τῷ RA--DSN--- ὁ
ἥπατι N3T-DSN--- ἧπαρ
