Tob 1:1
ἐκ P--------- ἐκ
τῆς RA--GSF--- ὁ
καλῆς A1--GSF--- καλός
καὶ C--------- καί
ἀγαθῆς A1--GSF--- ἀγαθός
γενεᾶς N1A-GSF--- γενεά
ἐπεγίνωσκον V1I-IAI1S- γιγνώσκω ἐπι
γὰρ X--------- γάρ
ἐγὼ RP--NS---- ἐγώ
Ανανιαν N---ASM--- Ἀνανίας
καὶ C--------- καί
Ιαθαν N---ASM--- Ἰαθάν
τοὺς RA--APM--- ὁ
υἱοὺς N2--APM--- υἱός
Σεμειου N---GSM--- Σεμείας
τοῦ RA--GSM--- ὁ
μεγάλου A1--GSM--- μέγας
ὡς D--------- ὡς
ἐπορευόμεθα V1I-IMI1P- πορεύομαι
κοινῶς D--------- κοινῶς
εἰς P--------- εἰς
Ιεροσόλυμα N---AS---- Ἰερουσαλήμ
προσκυνεῖν V2--PAN--- κυνέω προς
ἀναφέροντες V1--PAPNPM φέρω ἀνα
τὰ RA--APN--- ὁ
πρωτότοκα A1B-APN--- πρωτότοκος
καὶ C--------- καί
τὰς RA--APF--- ὁ
δεκάτας A1--APF--- δέκατος
τῶν RA--GPN--- ὁ
γενημάτων N3M-GPN--- γένημα
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπλανήθησαν VCI-API3P- πλανάω
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
πλάνῃ N1--DSF--- πλάνη
τῶν RA--GPM--- ὁ
ἀδελφῶν N2--GPM--- ἀδελφός
ἡμῶν RP--GP---- ἐγώ
ἐκ P--------- ἐκ
ῥίζης N1--GSF--- ῥίζα
καλῆς A1--GSF--- καλός
εἶ V9--PAI2S- εἰμί
ἄδελφε N2--VSM--- ἀδελφός

Tob 5:15
ἀλλ' C--------- ἀλλά
εἰπόν VBI-AAD2S- εἶπον
μοι RP--DS---- ἐγώ
τίνα RI--ASM--- τίς
σοι RP--DS---- σύ
ἔσομαι VF--FMI1S- εἰμί
μισθὸν N2--ASM--- μισθός
διδόναι V8--PAN--- δίδωμι
δραχμὴν N1--ASF--- δραχμή
τῆς RA--GSF--- ὁ
ἡμέρας N1A-GSF--- ἡμέρα
καὶ C--------- καί
τὰ RA--APN--- ὁ
δέοντά V2--PAPAPN δέω
σοι RP--DS---- σύ
ὡς D--------- ὡς
καὶ D--------- καί
τῷ RA--DSM--- ὁ
υἱῷ N2--DSM--- υἱός
μου RP--GS---- ἐγώ

Tob 5:16
καὶ C--------- καί
ἔτι D--------- ἔτι
προσθήσω VF--FAI1S- τίθημι προς
σοι RP--DS---- σύ
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
μισθόν N2--ASM--- μισθός
ἐὰν C--------- ἐάν
ὑγιαίνοντες V1--PAPNPM ὑγιαίνω
ἐπιστρέψητε VA--AAS2P- στρέφω ἐπι

Tob 5:17
καὶ C--------- καί
εὐδόκησαν VA--AAI3P- εὐδοκέω
οὕτως D--------- οὕτως
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
Τωβιαν N1T-ASM--- Τωβείας
ἕτοιμος A1--NSM--- ἕτοιμος
γίνου V1--PMD2S- γίγνομαι
πρὸς P--------- πρός
τὴν RA--ASF--- ὁ
ὁδόν N2--ASF--- ὁδός
καὶ C--------- καί
εὐοδωθείητε VC--APO2P- εὐοδόω
καὶ C--------- καί
ἡτοίμασεν VAI-AAI3S- ἑτοιμάζω
ὁ RA--NSM--- ὁ
υἱὸς N2--NSM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
τὰ RA--APN--- ὁ
πρὸς P--------- πρός
τὴν RA--ASF--- ὁ
ὁδόν N2--ASF--- ὁδός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
πορεύου V1--PMD2S- πορεύομαι
μετὰ P--------- μετά
τοῦ RA--GSM--- ὁ
ἀνθρώπου N2--GSM--- ἄνθρωπος
ὁ RA--NSM--- ὁ
δὲ X--------- δέ
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
οὐρανῷ N2--DSM--- οὐρανός
οἰκῶν N2--GPM--- οἶκος
θεὸς N2--NSM--- θεός
εὐοδώσει VF--FAI3S- εὐοδόω
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
αὐτοῦ RD--GSM--- αὐτός
συμπορευθήτω VC--APD3S- πορεύομαι συν
ὑμῖν RP--DP---- σύ
καὶ C--------- καί
ἐξῆλθαν VBI-AAI3P- ἔρχομαι ἐκ
ἀμφότεροι A1A-NPM--- ἀμφότεροι
ἀπελθεῖν VB--AAN--- ἔρχομαι ἀπο
καὶ C--------- καί
ὁ RA--NSM--- ὁ
κύων N3--NSM--- κύων
τοῦ RA--GSN--- ὁ
παιδαρίου N2N-GSN--- παιδάριον
μετ' P--------- μετά
αὐτῶν RD--GPM--- αὐτός

Tob 5:18
ἔκλαυσεν VAI-AAI3S- κλαίω
δὲ X--------- δέ
Αννα N---NSF--- Ἅννα
ἡ RA--NSF--- ὁ
μήτηρ N3--NSF--- μήτηρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
Τωβιτ N---ASM--- Τωβιτ
τί RI--ASN--- τίς
ἐξαπέστειλας VAI-AAI2S- στέλλω ἐκ ἀπο
τὸ RA--ASN--- ὁ
παιδίον N2N-ASN--- παιδίον
ἡμῶν RP--GP---- ἐγώ
ἢ C--------- ἤ
οὐχὶ D--------- οὐ
ἡ RA--NSF--- ὁ
ῥάβδος N2--NSF--- ῥάβδος
τῆς RA--GSF--- ὁ
χειρὸς N3--GSF--- χείρ
ἡμῶν RP--GP---- ἐγώ
ἐστιν V9--PAI3S- εἰμί
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
εἰσπορεύεσθαι V1--PMN--- πορεύομαι εἰς
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
ἐκπορεύεσθαι V1--PMN--- πορεύομαι ἐκ
ἐνώπιον P--------- ἐνώπιον
ἡμῶν RP--GP---- ἐγώ

Tob 5:19
ἀργύριον N2N-ASN--- ἀργύριον
τῷ RA--DSN--- ὁ
ἀργυρίῳ N2N-DSN--- ἀργύριον
μὴ D--------- μή
φθάσαι VA--AAO3S- φθάνω
ἀλλὰ C--------- ἀλλά
περίψημα N3M-NSN--- περίψημα
τοῦ RA--GSN--- ὁ
παιδίου N2N-GSN--- παιδίον
ἡμῶν RP--GP---- ἐγώ
γένοιτο VB--AMO3S- γίγνομαι

Tob 5:20
ὡς C--------- ὡς
γὰρ X--------- γάρ
δέδοται VM--XMI3S- δίδωμι
ἡμῖν RP--DP---- ἐγώ
ζῆν V3--PAN--- ζάω
παρὰ P--------- παρά
τοῦ RA--GSM--- ὁ
κυρίου N2--GSM--- κύριος
τοῦτο RD--NSN--- οὗτος
ἱκανὸν A1--NSN--- ἱκανός
ἡμῖν RP--DP---- ἐγώ
ὑπάρχει V1--PAI3S- ἄρχω ὑπο

Tob 5:21
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῇ RD--DSF--- αὐτός
Τωβιτ N---NSM--- Τωβιτ
μὴ D--------- μή
λόγον N2--ASM--- λόγος
ἔχε V1--PAD2S- ἔχω
ἀδελφή N1--VSF--- ἀδελφή
ὑγιαίνων V1--PAPNSM ὑγιαίνω
ἐλεύσεται VF--FMI3S- ἔρχομαι
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ὀφθαλμοί N2--NPM--- ὀφθαλμός
σου RP--GS---- σύ
ὄψονται VF--FMI3P- ὁράω
αὐτόν RD--ASM--- αὐτός

Tob 5:22
ἄγγελος N2--NSM--- ἄγγελος
γὰρ X--------- γάρ
ἀγαθὸς A1--NSM--- ἀγαθός
συμπορεύσεται VF--FMI3S- πορεύομαι συν
αὐτῷ RD--DSM--- αὐτός
καὶ C--------- καί
εὐοδωθήσεται VC--FPI3S- εὐοδόω
ἡ RA--NSF--- ὁ
ὁδὸς N2--NSF--- ὁδός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὑποστρέψει VF--FAI3S- στρέφω ὑπο
ὑγιαίνων V1--PAPNSM ὑγιαίνω

Tob 5:23
καὶ C--------- καί
ἐπαύσατο VAI-AMI3S- παύω
κλαίουσα V1--PAPNSF κλαίω

Tob 6:1
οἱ RA--NPM--- ὁ
δὲ X--------- δέ
πορευόμενοι V1--PMPNPM πορεύομαι
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
ἦλθον VBI-AAI3P- ἔρχομαι
ἑσπέρας N1A-GSF--- ἑσπέρα
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
Τίγριν N---ASM--- Τίγρις
ποταμὸν N2--ASM--- ποταμός
καὶ C--------- καί
ηὐλίζοντο V1I-IMI3P- αὐλίζω
ἐκεῖ D--------- ἐκεῖ

Tob 6:2
τὸ RA--NSN--- ὁ
δὲ X--------- δέ
παιδάριον N2N-NSN--- παιδάριον
κατέβη VZI-AAI3S- βαίνω κατα
περικλύσασθαι VA--AMN--- κλύζω περι
καὶ C--------- καί
ἀνεπήδησεν VAI-AAI3S- πηδάω ἀνα
ἰχθὺς N3U-NSM--- ἰχθύς
ἀπὸ P--------- ἀπό
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
καὶ C--------- καί
ἐβουλήθη VCI-API3S- βούλομαι
καταπιεῖν VB--AAN--- πίνω κατα
τὸ RA--ASN--- ὁ
παιδάριον N2N-ASN--- παιδάριον

Tob 6:3
ὁ RA--NSM--- ὁ
δὲ X--------- δέ
ἄγγελος N2--NSM--- ἄγγελος
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ἐπιλαβοῦ VB--AAD2S- λαμβάνω ἐπι
τοῦ RA--GSM--- ὁ
ἰχθύος N3U-GSM--- ἰχθύς
καὶ C--------- καί
ἐκράτησεν VAI-AAI3S- κρατέω
τὸν RA--ASM--- ὁ
ἰχθὺν N3U-ASM--- ἰχθύς
τὸ RA--NSN--- ὁ
παιδάριον N2N-NSN--- παιδάριον
καὶ C--------- καί
ἀνέβαλεν VBI-AAI3S- βάλλω ἀνα
αὐτὸν RD--ASM--- αὐτός
ἐπὶ P--------- ἐπί
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ

Tob 6:4
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
ἀνάτεμε V1--PAD2S- τέμνω ἀνα
τὸν RA--ASM--- ὁ
ἰχθὺν N3U-ASM--- ἰχθύς
καὶ C--------- καί
λαβὼν VB--AAPNSM λαμβάνω
τὴν RA--ASF--- ὁ
καρδίαν N1A-ASF--- καρδία
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἧπαρ N3T-ASN--- ἧπαρ
καὶ C--------- καί
τὴν RA--ASF--- ὁ
χολὴν N1--ASF--- χολή
θὲς VE--AAD2S- τίθημι
ἀσφαλῶς D--------- ἀσφαλῶς

Tob 6:5
καὶ C--------- καί
ἐποίησεν VAI-AAI3S- ποιέω
τὸ RA--NSN--- ὁ
παιδάριον N2N-NSN--- παιδάριον
ὡς D--------- ὡς
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
τὸν RA--ASM--- ὁ
δὲ X--------- δέ
ἰχθὺν N3U-ASM--- ἰχθύς
ὀπτήσαντες VA--AAPNPM ὀπτάω
ἔφαγον VBI-AAI3P- ἐσθίω

Tob 6:6
καὶ C--------- καί
ὥδευον V1I-IAI3P- ὁδεύω
ἀμφότεροι A1A-NPM--- ἀμφότεροι
ἕως C--------- ἕως
ἤγγισαν VAI-AAI3P- ἐγγίζω
ἐν P--------- ἐν
Ἐκβατάνοις N---DS---- Ἐκβάτανα

Tob 6:7
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
τὸ RA--NSN--- ὁ
παιδάριον N2N-NSN--- παιδάριον
τῷ RA--DSM--- ὁ
ἀγγέλῳ N2--DSM--- ἄγγελος
Αζαρια N---VSM--- Ἀζαρίας
ἄδελφε N2--VSM--- ἀδελφός
τί RI--ASN--- τίς
ἐστιν V9--PAI3S- εἰμί
τὸ RA--NSN--- ὁ
ἧπαρ N3T-NSN--- ἧπαρ
καὶ C--------- καί
ἡ RA--NSF--- ὁ
καρδία N1A-NSF--- καρδία
καὶ C--------- καί
ἡ RA--NSF--- ὁ
χολὴ N1--NSF--- χολή
τοῦ RA--GSM--- ὁ
ἰχθύος N3U-GSM--- ἰχθύς

Tob 6:8
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ἡ RA--NSF--- ὁ
καρδία N1A-NSF--- καρδία
καὶ C--------- καί
τὸ RA--NSN--- ὁ
ἧπαρ N3T-NSN--- ἧπαρ
ἐάν C--------- ἐάν
τινα RI--ASM--- τις
ὀχλῇ V2--PAS3S- ὀχλέω
δαιμόνιον N2N-NSN--- δαιμόνιον
ἢ C--------- ἤ
πνεῦμα N3M-NSN--- πνεῦμα
πονηρόν A1A-NSM--- πονηρός
ταῦτα RD--APN--- οὗτος
δεῖ V2--PAI3S- δέω
καπνίσαι VA--AAN--- καπνίζω
ἐνώπιον P--------- ἐνώπιον
ἀνθρώπου N2--GSM--- ἄνθρωπος
ἢ C--------- ἤ
γυναικός N3K-GSF--- γυνή
καὶ C--------- καί
οὐκέτι D--------- οὐκέτι
οὐ D--------- οὐ
μὴ D--------- μή
ὀχληθῇ VC--APS3S- ὀχλέω

Tob 6:9
ἡ RA--NSF--- ὁ
δὲ X--------- δέ
χολή N1--NSF--- χολή
ἐγχρῖσαι VA--AAN--- χρίω ἐν
ἄνθρωπον N2--ASM--- ἄνθρωπος
ὃς RR--NSM--- ὅς
ἔχει V1--PAI3S- ἔχω
λευκώματα N3M-APN--- λεύκωμα
ἐν P--------- ἐν
τοῖς RA--DPM--- ὁ
ὀφθαλμοῖς N2--DPM--- ὀφθαλμός
καὶ C--------- καί
ἰαθήσεται VC--FPI3S- ἰάομαι

Tob 6:10
ὡς C--------- ὡς
δὲ X--------- δέ
προσήγγισαν VAI-AAI3P- ἐγγίζω προς
τῇ RA--DSF--- ὁ
Ραγη N---DSF--- Ῥάγη

Tob 6:11
εἶπεν VBI-AAI3S- εἶπον
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
τῷ RA--DSN--- ὁ
παιδαρίῳ N2N-DSN--- παιδάριον
ἄδελφε N2--VSN--- ἀδελφός
σήμερον D--------- σήμερον
αὐλισθησόμεθα VS--FPI1P- αὐλίζω
παρὰ P--------- παρά
Ραγουηλ N---ASM--- Ῥαγουήλ
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
συγγενής A3H-NSM--- συγγενής
σού RP--GS---- σύ
ἐστιν V9--PAI3S- εἰμί
καὶ C--------- καί
ἔστιν V9--PAI3S- εἰμί
αὐτῷ RD--DSM--- αὐτός
θυγάτηρ N3--NSF--- θυγάτηρ
μονογενὴς A1B-NSF--- μονογενής
ὀνόματι N3M-DSN--- ὄνομα
Σαρρα N---NSF--- Σάρρα

Tob 6:12
λαλήσω VF--FAI1S- λαλέω
περὶ P--------- περί
αὐτῆς RD--GSF--- αὐτός
τοῦ RA--GSN--- ὁ
δοθῆναί VC--APN--- δίδωμι
σοι RP--DS---- σύ
αὐτὴν RD--ASF--- αὐτός
εἰς P--------- εἰς
γυναῖκα N3K-ASF--- γυνή
ὅτι C--------- ὅτι
σοὶ RP--DS---- σύ
ἐπιβάλλει V1--PAI3S- βάλλω ἐπι
ἡ RA--NSF--- ὁ
κληρονομία N1A-NSF--- κληρονομία
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
σὺ RP--NS---- σύ
μόνος A1--NSM--- μόνος
εἶ V9--PAI2S- εἰμί
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
γένους N3E-GSN--- γένος
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
τὸ RA--NSN--- ὁ
κοράσιον N2N-NSN--- κοράσιον
καλὸν A1--NSN--- καλός
καὶ C--------- καί
φρόνιμόν A1B-NSN--- φρόνιμος
ἐστιν V9--PAI3S- εἰμί

Tob 6:13
καὶ C--------- καί
νῦν D--------- νῦν
ἄκουσόν VA--AAD2S- ἀκούω
μου RP--GS---- ἐγώ
καὶ C--------- καί
λαλήσω VF--FAI1S- λαλέω
τῷ RA--DSM--- ὁ
πατρὶ N3--DSM--- πατήρ
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
ὅταν D--------- ὅταν
ὑποστρέψωμεν VA--AAS1P- στρέφω ὑπο
ἐκ P--------- ἐκ
Ῥάγων N---GS---- Ῥάγοι
ποιήσομεν VF--FAI1P- ποιέω
τὸν RA--ASM--- ὁ
γάμον N2--ASM--- γάμος
διότι C--------- διότι
ἐπίσταμαι V6--PMI1S- ἐπίσταμαι
Ραγουηλ N---ASM--- Ῥαγουήλ
ὅτι C--------- ὅτι
οὐ D--------- οὐ
μὴ D--------- μή
δῷ VO--AAS3S- δίδωμι
αὐτὴν RD--ASF--- αὐτός
ἀνδρὶ N3--DSM--- ἀνήρ
ἑτέρῳ A1A-DSM--- ἕτερος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
Μωυσῆ N1M-GSM--- Μωυσῆς
ἢ C--------- ἤ
ὀφειλέσει VF--FAI3S- ὀφείλω
θάνατον N2--ASM--- θάνατος
ὅτι C--------- ὅτι
τὴν RA--ASF--- ὁ
κληρονομίαν N1A-ASF--- κληρονομία
σοὶ RP--DS---- σύ
καθήκει V1--PAI3S- ἥκω κατα
λαβεῖν VB--AAN--- λαμβάνω
ἢ C--------- ἤ
πάντα A3--ASM--- πᾶς
ἄνθρωπον N2--ASM--- ἄνθρωπος

Tob 6:14
τότε D--------- τότε
εἶπεν VBI-AAI3S- εἶπον
τὸ RA--NSN--- ὁ
παιδάριον N2N-NSN--- παιδάριον
τῷ RA--DSM--- ὁ
ἀγγέλῳ N2--DSM--- ἄγγελος
Αζαρια N---VSM--- Ἀζαρίας
ἄδελφε N2--VSM--- ἀδελφός
ἀκήκοα VX--XAI1S- ἀκούω
ἐγὼ RP--NS---- ἐγώ
τὸ RA--ASN--- ὁ
κοράσιον N2N-ASN--- κοράσιον
δεδόσθαι VM--XMN--- δίδωμι
ἑπτὰ M--------- ἑπτά
ἀνδράσιν N3--DPM--- ἀνήρ
καὶ C--------- καί
πάντας A3--APM--- πᾶς
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
νυμφῶνι N3W-DSM--- νυμφών
ἀπολωλότας VX--XAPAPM ὀλλύω ἀπο

Tob 6:15
καὶ C--------- καί
νῦν D--------- νῦν
ἐγὼ RP--NS---- ἐγώ
μόνος A1--NSM--- μόνος
εἰμὶ V9--PAI1S- εἰμί
τῷ RA--DSM--- ὁ
πατρὶ N3--DSM--- πατήρ
καὶ C--------- καί
φοβοῦμαι V2--PMI1S- φοβέω
μὴ D--------- μή
εἰσελθὼν VB--AAPNSM ἔρχομαι εἰς
ἀποθάνω VB--AAS1S- θνήσκω ἀπο
καθὼς D--------- καθώς
καὶ D--------- καί
οἱ RA--NPM--- ὁ
πρότεροι A1A-NPM--- πρότερος
ὅτι C--------- ὅτι
δαιμόνιον N2N-NSN--- δαιμόνιον
φιλεῖ V2--PAI3S- φιλέω
αὐτήν RD--ASF--- αὐτός
ὃ RR--NSN--- ὅς
οὐκ D--------- οὐ
ἀδικεῖ V2--PAI3S- ἀδικέω
οὐδένα A3--ASM--- οὐδείς
πλὴν D--------- πλήν
τῶν RA--GPM--- ὁ
προσαγόντων V1--PAPGPM ἄγω προς
αὐτῇ RD--DSF--- αὐτός
καὶ C--------- καί
νῦν D--------- νῦν
ἐγὼ RP--NS---- ἐγώ
φοβοῦμαι V2--PMI1S- φοβέω
μὴ D--------- μή
ἀποθάνω VB--AAS1S- θνήσκω ἀπο
καὶ C--------- καί
κατάξω VF--FAI1S- ἄγω κατα
τὴν RA--ASF--- ὁ
ζωὴν N1--ASF--- ζωή
τοῦ RA--GSM--- ὁ
πατρός N3--GSM--- πατήρ
μου RP--GS---- ἐγώ
καὶ C--------- καί
τῆς RA--GSF--- ὁ
μητρός N3--GSF--- μήτηρ
μου RP--GS---- ἐγώ
μετ' P--------- μετά
ὀδύνης N1--GSF--- ὀδύνη
ἐπ' P--------- ἐπί
ἐμοὶ RP--DS---- ἐγώ
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
τάφον N2--ASM--- τάφος
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
υἱὸς N2--NSM--- υἱός
ἕτερος A1A-NSM--- ἕτερος
οὐχ D--------- οὐ
ὑπάρχει V1--PAI3S- ἄρχω ὑπο
αὐτοῖς RD--DPM--- αὐτός
ὃς RR--NSM--- ὅς
θάψει VF--FAI3S- θάπτω
αὐτούς RD--APM--- αὐτός

Tob 6:16
εἶπεν VBI-AAI3S- εἶπον
δὲ X--------- δέ
αὐτῷ RD--DSM--- αὐτός
ὁ RA--NSM--- ὁ
ἄγγελος N2--NSM--- ἄγγελος
οὐ D--------- οὐ
μέμνησαι VM--XMI2S- μιμνήσκω
τῶν RA--GPM--- ὁ
λόγων N2--GPM--- λόγος
ὧν RR--GPM--- ὅς
ἐνετείλατό VAI-AMI3S- τέλλομαι ἐν
σοι RP--DS---- σύ
ὁ RA--NSM--- ὁ
πατήρ N3--NSM--- πατήρ
σου RP--GS---- σύ
ὑπὲρ P--------- ὑπέρ
τοῦ RA--GSN--- ὁ
λαβεῖν VB--AAN--- λαμβάνω
σε RP--AS---- σύ
γυναῖκα N3K-ASF--- γυνή
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
γένους N3E-GSN--- γένος
σου RP--GS---- σύ
καὶ C--------- καί
νῦν D--------- νῦν
ἄκουσόν VA--AAD2S- ἀκούω
μου RP--GS---- ἐγώ
ἄδελφε N2--VSM--- ἀδελφός
διότι C--------- διότι
σοὶ RP--DS---- σύ
ἔσται VF--FMI3S- εἰμί
εἰς P--------- εἰς
γυναῖκα N3K-ASF--- γυνή
καὶ C--------- καί
τοῦ RA--GSN--- ὁ
δαιμονίου N2N-GSN--- δαιμόνιον
μηδένα A3--ASM--- μηδείς
λόγον N2--ASM--- λόγος
ἔχε V1--PAD2S- ἔχω
ὅτι C--------- ὅτι
τὴν RA--ASF--- ὁ
νύκτα N3--ASF--- νύξ
ταύτην RD--ASF--- οὗτος
δοθήσεταί VC--FPI3S- δίδωμι
σοι RP--DS---- σύ
αὕτη RD--NSF--- οὗτος
εἰς P--------- εἰς
γυναῖκα N3K-ASF--- γυνή

Tob 6:17
καὶ C--------- καί
ἐὰν C--------- ἐάν
εἰσέλθῃς VB--AAS2S- ἔρχομαι εἰς
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
νυμφῶνα N3W-ASM--- νυμφών
λήμψῃ VF--FMI2S- λαμβάνω
τέφραν N1A-ASF--- τέφρα
θυμιαμάτων N3M-GPN--- θυμίαμα
καὶ C--------- καί
ἐπιθήσεις VF--FAI2S- τίθημι ἐπι
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
καρδίας N1A-GSF--- καρδία
καὶ C--------- καί
τοῦ RA--GSN--- ὁ
ἥπατος N3T-GSN--- ἧπαρ
τοῦ RA--GSM--- ὁ
ἰχθύος N3U-GSM--- ἰχθύς
καὶ C--------- καί
καπνίσεις VF--FAI2S- καπνίζω
καὶ C--------- καί
ὀσφρανθήσεται VC--FPI3S- ὀσφραίνομαι
τὸ RA--NSN--- ὁ
δαιμόνιον N2N-NSN--- δαιμόνιον
